magnitude,cdi,mmi,sig,nst,dmin,gap,depth,latitude,longitude,Year,Month,tsunami,magnitude_cat_strong,depth_cat_shallow,year_cat_after_2020,year_cat_before_2010
7.1,0.0,7.0,776,257,0.0,0.0,85.7,13.088,144.619,2002,4,0,True,False,False,True
6.7,0.0,7.0,691,462,0.0,0.0,62.0,-27.535,-70.586,2002,4,0,False,True,False,True
6.8,0.0,6.0,711,292,0.0,0.0,24.9,16.985,-100.865,2002,4,0,False,True,False,True
7.1,0.0,6.0,776,550,0.0,0.0,32.8,24.279,122.179,2002,3,0,True,True,False,True
7.5,0.0,7.0,865,321,0.0,0.0,26.0,6.033,124.249,2002,3,0,True,False,False,True
6.6,0.0,6.0,670,444,0.0,0.0,39.0,-5.345,151.248,2002,2,0,False,True,False,True
6.5,0.0,7.0,650,482,0.0,0.0,5.0,38.573,31.271,2002,2,0,False,True,False,True
6.7,5.0,8.0,691,333,0.0,0.0,11.0,-3.212,142.427,2002,1,0,False,True,False,True
6.6,0.0,6.0,670,386,0.0,0.0,10.0,-17.664,168.004,2002,1,0,False,True,False,True
7.2,0.0,6.0,798,427,0.0,0.0,21.0,-17.6,167.856,2002,1,0,True,True,False,True
6.8,5.0,7.0,711,385,0.0,0.0,16.0,-9.613,159.53,2001,12,0,False,True,False,True
6.8,0.0,5.0,711,499,0.0,0.0,14.0,23.954,122.734,2001,12,0,False,True,False,True
7.8,0.0,9.0,936,368,0.0,0.0,10.0,35.946,90.541,2001,11,0,True,True,False,True
7.0,0.0,7.0,754,254,0.0,0.0,33.0,-5.912,150.196,2001,10,0,False,True,False,True
7.5,0.0,6.0,865,234,0.0,0.0,33.0,-4.102,123.907,2001,10,0,True,True,False,True
7.0,0.0,6.0,754,482,0.0,20.0,37.0,12.686,144.98,2001,10,0,False,True,False,True
6.5,0.0,6.0,650,174,0.0,0.0,33.0,-0.578,133.13,2001,9,0,False,True,False,True
6.5,0.0,8.0,650,483,0.0,0.0,10.0,39.059,24.244,2001,7,0,False,True,False,True
7.6,0.0,7.0,889,398,0.0,0.0,33.0,-17.543,-72.077,2001,7,0,True,True,False,True
6.6,0.0,7.0,670,324,0.0,0.0,62.0,-16.086,-73.987,2001,7,0,False,True,False,True
6.7,0.0,6.0,691,422,0.0,0.0,24.0,-17.745,-71.649,2001,6,0,False,True,False,True
6.7,0.0,6.0,691,282,0.0,0.0,17.0,-7.41,155.865,2001,4,0,False,True,False,True
6.8,0.0,7.0,711,596,0.0,0.0,50.0,34.083,132.526,2001,3,0,False,True,False,True
6.8,0.0,6.0,650,206,0.0,0.0,33.0,-4.029,128.02,2001,3,0,False,True,False,True
6.8,7.0,7.0,1441,67,0.0,20.0,51.798,47.149,-122.727,2001,2,0,False,True,False,True
7.1,0.0,7.0,776,426,0.0,0.0,35.0,1.271,126.249,2001,2,0,True,True,False,True
7.4,0.0,6.0,842,221,0.0,0.0,36.0,-4.68,102.562,2001,2,0,True,True,False,True
6.6,0.0,8.0,670,273,0.0,0.0,10.0,13.671,-88.938,2001,2,0,False,True,False,True
7.7,0.0,9.0,912,472,0.0,0.0,16.0,23.419,70.232,2001,1,0,True,True,False,True
6.8,0.0,6.0,732,117,0.0,0.0,28.0,-4.022,101.776,2001,1,0,False,True,False,True
7.7,0.0,8.0,912,427,0.0,0.0,60.0,13.049,-88.66,2001,1,0,True,True,False,True
6.9,5.0,7.0,745,0,0.0,0.0,36.4,56.7744,-153.281,2001,1,0,False,True,False,True
6.8,0.0,5.0,711,64,0.0,0.0,33.0,6.631,126.899,2001,1,0,False,True,False,True
7.5,0.0,7.0,865,324,0.0,0.0,33.0,6.898,126.579,2001,1,0,True,True,False,True
